company_name,status_label,year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_6432,alive,2003,20.55,17.076,6.485,-34.585,0,-57.77,8.993,42.6187,36.238,29.248,2.777,-41.07,19.162,11.402,-3688.943,36.238,19.796,70.823
C_1715,alive,2013,140.082,178.736,4.235,31.99,63.196,17.601,49.585,320.0807,300.284,267.533,0,27.755,121.548,39.656,147.561,300.284,70.541,268.294
C_2544,alive,2014,810.261,23.473,13.512,19.836,0,5.873,100.139,5922.0117,412.616,865.662,0,6.324,389.143,180.274,11.331,412.616,193.656,392.78
C_8093,alive,2011,1.857,16.961,1.41,-16.321,0.131,-25.876,0.106,5.848,9.939,2.059,1.54,-17.731,-7.022,12.919,-85.29,9.939,15.24,26.26
C_1230,alive,2004,12.981,28.958,2.183,4.487,6.629,1.304,5.785,20.9668,40.333,27.352,2.474,2.304,11.375,5.224,-4.95,40.333,10.175,35.846
C_8957,alive,2012,16.501,19.151,2.803,1.263,0,-4.452,5.586,186.7333,43.578,27.319,0.364,-1.54,24.427,9.072,-80.252,43.578,9.436,42.315
C_1364,alive,2007,794.672,216.693,87.968,187.089,115.177,-6.186,218.229,1068.7534,872.222,1494.262,782.552,99.121,655.529,205.661,-779.349,872.222,1080.159,685.133
C_4034,alive,2001,2.966,25.569,0.936,-1.318,1.155,-2.746,0.937,0.9362,30.676,11.406,0.609,-2.254,5.107,12.002,-17.913,30.676,12.611,31.994
C_898,alive,2005,6466,45565,1265,3300,4486,958,686,13303.2,60553,20482,6678,2035,14988,6715,4330,60553,16092,57253
C_1485,alive,2006,1158.04,1726.611,76.314,208.495,527.614,65.606,404.435,1304.7809,2183.816,2031.604,740.751,132.181,457.205,443.484,501.188,2183.816,1257.046,1975.321
C_246,alive,2007,199.893,347.63,13.078,53.92,105.532,25.358,39.144,358.8994,498.253,345.041,10.192,40.842,150.623,63.893,342.598,498.253,82.688,444.333
C_8112,alive,2011,14.558,14.915,0.425,-3.896,0,-5.085,0.003,38.3066,11.019,15.963,0,-4.321,-3.896,2.838,-33.328,11.019,6.619,14.915
C_6205,alive,2010,661.751,1430.126,459.538,492.588,104.241,-871.953,50.75,961.6376,2697.203,4834.823,2832.07,33.05,1267.077,576.446,-1244.438,2697.203,3818.753,2204.615
C_4828,alive,2003,28.985,36.998,2.735,8.413,7.328,6.122,11.192,109.4851,85.943,36.925,0,5.678,48.945,10.616,5.122,85.943,10.884,77.53
C_580,alive,2003,2540.8,4168.9,307.1,505,834.4,-189.5,976.5,19.6045,5546,8116.7,331.2,197.9,1377.1,1018.8,-3901,5546,9439.2,5041
C_7715,alive,2009,234.503,179.639,11.83,47.899,136.366,24.385,53.978,692.6307,274.702,375.955,37.259,36.069,95.063,31.789,98.855,274.702,92.408,226.803
C_2138,alive,2004,649.047,738.262,23.243,257.106,128.311,152.693,155.024,2142.1233,1500.58,757.51,0,233.863,762.318,226.192,886.626,1500.58,246.003,1243.474
C_801,alive,2012,430.651,590.241,24.6,110.421,141.176,5.943,137.313,1061.6163,932.02,789.367,275,85.821,341.779,161.826,-77.581,932.02,493.665,821.599
C_2417,alive,2003,149.515,30.982,6.353,74.071,6.332,45.396,20.441,1241.7096,145.011,263.277,15.852,67.718,114.029,10.808,172.929,145.011,26.66,70.94
C_2173,alive,2012,4.139,85.483,1.824,4.3,0.935,2.905,0.321,14.0505,98.953,63.348,25.649,2.476,13.47,15.404,-10.215,98.953,54.952,94.653
C_2125,alive,1999,10.653,9.713,1.047,-17.973,0,-19.06,3.429,120.4223,12.511,13.389,0.729,-19.02,2.798,9.677,-73.28,12.511,10.406,30.484
C_4496,alive,2002,30.759,112.174,6.369,15.955,0,-4.414,2.715,19.6176,146.269,216.04,151.071,9.586,34.095,33.613,-4.414,146.269,187.655,130.314
C_6474,alive,2013,496,524.1,63.6,-122,187.9,-215,58.5,373.7654,434.4,3085.5,975.6,-185.6,-89.7,180.6,-153.4,434.4,1979.3,556.4
C_7504,alive,2009,17.567,63.903,0.537,4.159,4.8,3.291,10.174,21.764,74.451,19.804,0,3.622,10.548,8.022,4.096,74.451,8.626,70.292
C_1265,alive,2018,2.756,1.613,2.618,-5.147,0,-15.081,0.817,4.855,8.453,5.238,0,-7.765,6.84,6.14,-84.851,8.453,6.349,13.6
C_5173,alive,2000,4.846,4.736,1.533,-2.916,2.639,-4.89,2.014,17.7958,7.651,18.517,9.643,-4.449,2.915,8.431,-28.591,7.651,18.074,10.567
C_1370,alive,2005,1941.141,690.297,106.464,896.868,378.456,393.49,793.929,18468.7808,2915.28,4844.84,176.97,790.404,2224.983,1534.382,2337.536,2915.28,1961.795,2018.412
C_1706,alive,2005,1181.2,2914.2,134.8,350.7,152.9,198.4,402.9,2867.854,3638.8,1588.6,32.6,215.9,724.6,818.5,15.2,3638.8,886.5,3288.1
C_7751,alive,2007,0.46,12.435,0.227,-9.589,0,-12.596,0.284,8.813,2.846,1.061,0.254,-9.816,-9.589,3.573,-45.276,2.846,3.827,12.435
C_8267,alive,2012,286.728,79.576,15.586,-15.053,0,-35.229,64.861,4891.0275,308.825,369.775,0.648,-30.639,229.249,198.255,-377.811,308.825,211.006,323.878
C_7316,alive,2006,0.04,0.144,0.017,-0.266,0.009,-0.235,0.023,1.7187,0.18,0.049,0,-0.283,0.036,1.858,-2.819,0.18,1.858,0.446
C_317,alive,2004,28503,116101,4935,21597,2983,13328,12429,110644.8712,142897,93208,10456,16662,26796,18795,45095,142897,47806,121300
C_7210,alive,2003,284.207,83.499,5.803,22.992,15.833,17.938,33.68,740.4108,192.744,328.706,1.889,17.189,109.245,79.643,-16.219,192.744,84.038,169.752
C_4357,alive,2003,211.779,276.86,22.917,34.539,100.07,551.412,84.079,163.59,426.429,509.477,190.404,11.622,149.569,104.551,-11.165,426.429,337.242,391.89
C_5562,alive,2015,1509.21,1173.774,674.951,717.657,427.551,-28.845,363.736,6421.5283,2610.726,6596.819,988.13,42.706,1436.952,373.801,-442.941,2610.726,1597.147,1893.069
C_8956,alive,2018,3.511,9.608,0.843,-9.523,0.076,-10.382,0.116,30.953,0.085,27.671,3.52,-10.366,-9.523,0.917,-119.489,0.085,4.437,9.608
C_5998,alive,2002,0.005,0.045,0,-0.191,0,-0.191,0,1.2986,0.079,0.005,0,-0.191,0.034,0.123,-7.216,0.079,0.123,0.27
C_7249,alive,2002,30.737,4.906,1.939,-14.921,2.36,-16.811,3.157,122.2688,13.531,38.78,0,-16.86,8.625,5.9,-64.2,13.531,6.903,28.452
C_6290,alive,2015,5121,11684,540,2464,1181,1450,3017,23850.7718,15165,11973,3956,1924,3481,3927,594,15165,9240,12701
C_1162,alive,2008,2.913,1.607,0.612,-0.51,0,-0.653,0.132,13.845,1.644,7.878,0,-1.122,0.037,0.51,16.02,1.644,1.016,2.154
C_8345,alive,2012,1850.574,4489.064,68.051,475.041,970.228,117.958,823.484,2821.4201,5570.858,3369.727,1251.721,406.99,1081.794,650.104,-440.994,5570.858,2183.805,5095.817
C_2243,alive,2011,406.475,650.847,42.132,126.718,144.31,58.521,212.634,851.9237,943.796,849.142,260.67,84.586,292.949,117.999,299.559,943.796,454.256,817.078
C_6383,alive,2000,292.636,261.801,36.088,-157.593,48.22,-65.403,26.129,57.4718,320.115,528.935,0,-193.681,58.314,135.987,-79.202,320.115,135.987,477.708
C_984,alive,2009,2554.619,2564.084,165.092,959.16,355.663,528.704,749.335,7230.762,5430.846,4780.555,700,794.068,2866.762,1060.874,1959.972,5430.846,2249.566,4471.686
C_933,alive,2001,384.334,635.346,36.205,153.37,164.503,83.589,154.094,1035.4984,978.877,781.311,24.181,117.165,343.531,200.785,527.975,978.877,282.613,825.507
C_5704,alive,2011,3.111,1.38,1.309,1.508,0,0.763,0.411,35.7,3.582,14.39,0,0.199,2.202,0.533,-41.034,3.582,0.533,2.074
C_5858,alive,2006,26.19,23.357,0.343,-6.225,1.97,-6.796,8.184,172.3995,24.258,27.517,0.126,-6.568,0.901,8.831,-9.506,24.258,8.957,30.483
C_2549,alive,2018,14.967,6.014,1.5,-23.765,3.371,-26.992,3.66,78.0741,11.332,17.655,2.648,-25.265,5.318,10.132,-171.238,11.332,14.927,35.097
C_5756,alive,2010,0.187,0.302,0.011,-0.311,0.171,-0.514,0.004,1.759,0.235,0.226,0,-0.322,-0.067,3.409,-17.98,0.235,3.409,0.546
C_341,alive,1999,147.384,543.113,74.301,137.531,44.736,3.241,80.323,302.821,972.551,1110.918,728.432,63.23,429.438,151.038,-26.483,972.551,1078.479,835.02
C_6098,failed,2002,192.101,499.546,15.521,102.514,109.419,39.59,48.533,342.5223,870.03,736.335,292.844,86.993,370.484,93.492,105.443,870.03,414.882,767.516
C_4446,alive,2001,51.057,70.468,3.019,4.103,18.385,-7.777,25.001,39.0605,113.688,87.606,11.135,1.084,43.22,48.702,8.572,113.688,61.345,109.585
C_5783,alive,2000,1193.246,3351.14,65.064,295.975,155.253,55.296,980.337,321.3118,4099.434,2699.612,961.606,230.911,748.294,689.689,139.045,4099.434,1666.728,3803.459
C_419,alive,2001,40.033,50.296,2.092,-0.065,11.721,-2.707,13.505,50.4416,77.175,51.4,0.034,-2.157,26.879,16.044,19.161,77.175,16.078,77.24
C_47,alive,2004,24.378,31.816,3.484,7.711,2.373,0.888,13.166,66.6988,47.726,80.192,24.932,4.227,15.91,14.912,-5.358,47.726,40.66,40.015
C_2252,alive,2001,0.124,0.078,0.008,-0.465,0.075,-0.558,0,1.5059,0.038,0.205,0,-0.473,-0.04,0.028,-5.803,0.038,0.028,0.503
C_71,alive,2007,94.961,42.013,1.369,10.66,0,6.533,15.874,156.4517,89.001,120.217,0,9.291,46.988,26.899,17.792,89.001,28.101,78.341
C_1010,alive,2005,0.909,1.227,0.775,0.269,0.166,-0.924,0.484,1.2264,3.809,4.287,9.994,-0.506,2.582,1.68,-10.013,3.809,11.781,3.54
C_4244,alive,2009,33.569,27.434,1.071,3.102,7.803,1.866,7.589,48.1673,47.194,40.325,0,2.031,19.76,4.903,-132.49,47.194,4.903,44.092
C_5505,alive,2018,159.955,218.013,10.43,-15.781,36.07,-20.378,22.505,108.9498,221.247,258.29,0,-26.211,3.234,56.101,87.836,221.247,57.19,237.028
C_5378,alive,1999,96.491,197.233,28.3,88.479,7.295,5.401,27.776,436.1141,386.735,1284.904,557.605,60.179,189.502,116.224,3.45,386.735,792.8,298.256
C_7109,alive,2007,74.446,88.425,6.85,-14.654,0,-16.452,2.82,68.2606,124.703,116.307,0.008,-21.504,36.278,39.385,-194.192,124.703,44.006,139.357
C_1603,alive,2011,26.995,44.19,0.946,5.38,16.203,3.76,9.832,12.5576,60.356,32.397,1.632,4.434,16.166,9.586,-190.901,60.356,14.072,54.976
C_7138,alive,2002,128.078,478.989,6.233,65.792,0,29.783,99.456,449.6085,639.953,390.6,28.453,59.559,160.964,49.93,42.34,639.953,89.768,574.161
C_5736,alive,2010,349.201,358.516,18.561,58.188,125.93,23.557,135.587,508.913,595.111,513.114,23.366,39.627,236.595,144.594,69.684,595.111,199.404,536.923
C_5686,alive,2001,36.895,35.306,8.835,-30.66,0,-38.199,0.569,185.8688,4.646,50.249,0.138,-39.495,-30.66,11.704,-158.47,4.646,11.842,35.306
C_5825,alive,2000,37.528,85.813,10.301,57.448,2.645,9.066,24.468,339.8159,143.261,190.652,59.876,47.147,57.448,10.939,18.852,143.261,86.444,85.813
C_1219,alive,2001,2814.574,191.188,29.509,393.203,0,274.531,135.168,13023.5144,954.91,2953.075,0,363.694,763.722,2023.406,735.216,954.91,2029.094,561.707
C_1517,alive,1999,20.49,60.374,0.143,7.384,0,4.402,12.963,26.6175,79.243,20.945,0,7.241,18.869,5.196,22.166,79.243,5.196,71.859
C_1695,alive,2001,10.145,9.096,0.375,1.527,2.348,0.863,3.344,7.8839,15.255,11.349,0,1.152,6.159,2.282,7.509,15.255,2.33,13.728
C_7822,alive,2007,11.509,20.143,9.302,21.547,2.356,5.169,4.881,202.6024,50.984,378.677,96.73,12.245,30.841,13.572,31.303,50.984,160.002,29.437
C_1081,alive,2003,2422,3748,315,446,308,58,1230,3674.36,5598,5480,307,131,1850,1579,708,5598,3583,5152
C_5814,failed,2001,22.899,9.365,12.82,9.309,0,-4.395,4.079,41.3271,48.536,55.676,1.361,-3.511,39.171,6.435,10.124,48.536,9.092,39.227
C_3380,alive,2011,356.237,295.62,18.455,203.672,90.373,122.159,193.159,1432.6795,869.317,756.45,17.5,185.217,573.697,64.269,421.349,869.317,92.202,665.645
C_7009,alive,2008,65.302,40.294,2.513,-7.391,14.454,-14.751,4.762,22.428,58.255,70.34,0.019,-9.904,17.961,8.226,-287.823,58.255,8.299,65.646
C_4071,alive,2002,5.608,8.97,0.212,-3.175,1.194,-4.148,3.245,26.9538,13.181,8.969,0.373,-3.387,4.211,2.797,-12.019,13.181,3.17,16.356
C_5807,alive,2016,174.334,61.009,19.914,-34.596,104.54,-45.97,30.215,259.6294,62.06,254.772,0,-54.51,1.051,10.268,166.367,62.06,10.305,96.656
C_6686,alive,2002,617.045,577.681,77.237,76.515,0,-219.926,139.981,595.9616,654.196,1094.727,4.081,-0.722,76.515,169.629,-228.649,654.196,210.437,577.681
C_2443,failed,2016,166.136,2.831,2.398,-25.386,15.718,-52.87,31.339,156.0226,13.574,480.782,225.584,-27.784,10.743,118.799,-484.621,13.574,344.995,38.96
C_7234,alive,2018,27.569,164.381,8.231,10.226,1.975,0.03,11.92,92.1967,179.931,160.715,0,1.995,15.55,39.488,104.988,179.931,46.371,169.705
C_6923,alive,2002,119.532,130.524,4.787,-26.015,0,-50.297,43.061,36.2645,123.842,124.445,0.466,-30.802,-6.682,25.088,-62.226,123.842,32.72,149.857
C_8970,alive,2014,973.8,1185.5,44,439.3,360.6,175.2,259.9,5314.7873,2118.3,2015.9,1215,395.3,932.8,531.3,-5.8,2118.3,1997.4,1679
C_3595,alive,2006,44.479,258.142,7.763,30.265,11.764,-13.593,6.317,281.385,321.982,291.675,47.143,22.502,63.84,59.007,-20.976,321.982,147.851,291.717
C_3666,alive,2000,12.85,19.05,31.44,-54.488,4.928,-180.668,2.751,25.3788,27.215,45.255,0,-85.928,8.165,20.448,-248.393,27.215,21.183,81.703
C_682,alive,2013,0.325,1.442,0.001,-0.968,0,-0.942,0,0.7199,0.474,0.385,7.82,-0.969,-0.968,1.648,-199.628,0.474,10.655,1.442
C_4465,alive,2002,8.245,27.398,3.844,1.279,1.906,5.198,4.03,3.8438,36.901,27.97,4.594,-2.565,9.503,13.598,-31.587,36.901,20.454,35.622
C_3737,alive,2012,340.564,655.371,744.219,695.59,0,-54.249,258.169,3456.041,1532.12,4199.529,1440,-48.629,876.749,541.546,1181.383,1532.12,2785.063,836.53
C_7333,failed,2005,5.96,3.286,1.027,-1.916,0,-5.6,4.656,17.3667,11.613,8.744,0.062,-2.943,8.327,5.067,-33.864,11.613,5.129,13.529
C_3254,alive,1999,1039.308,636.052,190.249,333.227,274.065,53.379,291.776,5974.2561,1330.161,2014.91,654.033,142.978,694.109,551.812,404.312,1330.161,1213.431,996.934
C_6986,alive,2013,34.028,28.709,1.126,-27.919,0.719,-30.324,0.675,34.2419,0.79,37.097,0,-29.045,-27.919,6.632,-229.036,0.79,6.998,28.709
C_1747,alive,2008,1460.505,8809.423,264.291,130.978,24.719,-974.392,882.855,170.2886,8940.401,3966.113,787.415,-133.313,130.978,1753.651,-719.888,8940.401,3491.719,8809.423
C_3705,alive,2017,15.205,9.036,3.045,-5.826,0.227,-11.724,5.685,22.1951,28.167,34.276,7.608,-8.871,19.131,16.672,-58.937,28.167,25.084,33.993
C_8828,alive,2012,834.901,492.636,9.963,171.895,557.216,92.175,175.274,1271.5684,776.206,1537.416,626.205,161.932,283.57,102.399,385.804,776.206,784.049,604.311
C_4325,alive,2001,56.387,87.254,4.234,4.527,34.371,-7.949,18.865,18.7968,125.301,79.316,4.432,0.293,38.047,28.534,19.857,125.301,37.771,120.774
C_3205,alive,2007,382.429,455.716,23.013,147.574,181.884,69.227,14.602,1055.2425,1005.312,802.598,202.868,124.561,549.596,147.439,574.905,1005.312,392.956,857.738
C_5442,alive,2007,82.18,107.333,4.44,-5.313,37.146,-37.653,28.289,72.0775,154.61,123.489,15.015,-9.753,47.277,25.882,-73.252,154.61,43.123,159.923
C_7159,alive,2007,27.367,45.156,10.238,-42.489,0,-53.73,0,30.0781,2.667,52.02,8.206,-52.727,-42.489,18.826,-334.871,2.667,28.28,45.156
C_553,alive,2001,132.841,102.114,13.709,-15.756,85.987,-27.457,30.516,68.8658,145.263,177.353,18.086,-29.465,43.149,78.308,18.19,145.263,112.694,161.019
C_7006,alive,2003,152.601,228.111,40.101,79.525,39.727,19.261,87.579,443.8962,398.349,501.325,166.962,39.424,170.238,55.89,35.774,398.349,253.865,318.824
C_7172,alive,2006,23.848,27.654,3.398,5.009,0.79,-1.919,17.671,197.7243,43.043,61.038,0.148,1.611,15.389,17.007,0.29,43.043,18.403,38.034
C_775,alive,2010,7.171,4.613,0.376,-3.255,0.816,-3.423,1.049,66.061,6.094,11.351,0.068,-3.631,1.481,0.907,-36.511,6.094,1.004,9.349
C_7354,alive,2003,1437.1,1545.9,1436.6,1199.1,0,-954.2,405.3,6062.4608,3645.2,11172.8,5728.4,-237.5,2099.3,1609.1,-612.9,3645.2,7474.8,2446.1
C_6462,alive,2008,15.518,30.287,2.667,-3.553,1.906,-5.246,7.63,5.3315,36.916,45.257,7.192,-6.22,6.629,15.014,6.98,36.916,25.533,40.469
C_3462,alive,2005,390.855,1159.831,11.609,7.324,0,-99.469,329.505,959.5474,1286.031,648.043,74.138,-4.285,126.2,269.242,52.934,1286.031,343.427,1278.707
C_5081,alive,2008,4.209,70.18,3.568,2.791,0.77,-3.987,1.569,6.6666,81.552,31.503,7.5,-0.777,11.372,5.056,9.121,81.552,16.017,78.761
C_1015,alive,2000,337.142,96.475,25.178,114.673,0,54.987,161.043,1773.121,589.835,530.914,6.1,89.495,493.36,204.447,49.527,589.835,211.694,475.162
C_362,alive,2003,412.678,162.84,71.137,172.882,6.636,72.865,50.24,860.9643,335.722,851.653,324.98,101.745,172.882,160.89,22.41,335.722,588.924,162.84
C_2480,alive,2003,402.713,70.666,89.982,-4.614,46.63,-91.806,26.796,1094.2272,209.662,851.628,184,-94.596,138.996,39.101,23.592,209.662,245.516,214.276
C_2211,alive,2006,303.156,129.825,9.888,111.255,91.299,42.712,15.48,1012.3003,331.913,637.462,103.304,101.367,202.088,168.786,-30.779,331.913,542.485,220.658
C_4008,alive,2002,1.16,1.96,2.166,-2.689,0.084,-5.925,0.275,45.1891,2.742,5.441,0,-4.855,0.782,10.31,-53.935,2.742,10.31,5.431
C_1019,alive,2001,8.599,3.537,0.115,3.058,2.443,2.031,2.296,25.7334,9.044,14.437,0,2.943,5.507,0.501,12.102,9.044,0.543,5.986
C_242,alive,2004,196.17,141.837,11.208,33.626,25.68,44.16,47.279,442.6449,240.918,266.885,0.772,22.418,99.081,55.47,-104.038,240.918,58.623,207.292
C_7259,alive,2010,91.934,42.599,1.506,25.702,20.389,23.414,62.013,131.5172,74.388,131.751,0,24.196,31.789,12.808,94.641,74.388,13.814,48.686
C_6985,alive,2005,23.59,2.049,0,-2.169,0,-1.218,0.305,24.216,3.315,23.84,0,-2.169,1.266,1.237,-516.345,3.315,1.237,5.484
C_1813,alive,2012,2.88,0.017,0.036,-0.3,0,-0.29,0.013,1.2092,0.103,3.092,0,-0.336,0.086,0.207,-11.135,0.103,0.207,0.403
C_1440,failed,2005,139.537,166.481,33.387,111.296,0,50.567,45.165,814.7966,284.148,400.678,0,77.909,117.667,32.632,47.361,284.148,60.002,172.852
C_3193,alive,2015,128.897,789.943,8.79,58.412,49.18,14.932,13.746,207.915,919.128,267.903,177.036,49.622,129.185,133.415,-187.119,919.128,389.133,860.716
C_6918,alive,2008,7.24,11.423,0.645,-3.56,1.451,-3.911,5.311,2.8525,13.676,13.069,0.27,-4.205,2.253,11.484,-33.325,13.676,13.442,17.236
C_1345,alive,2003,444.224,564.744,86.851,88.987,181.037,-7.774,135.538,2180.5519,679.088,2190.809,569.067,2.136,114.344,150.365,495.064,679.088,1053.979,590.101
C_1112,alive,2010,8.735,2.43,0.134,1.811,0,1.013,1.407,55.293,9.343,11.31,0,1.677,6.913,7.189,-24.399,9.343,7.19,7.532
C_6205,alive,2004,346.611,372.698,252.818,222.75,25.816,904.561,0,1620,826.007,2090.482,371.355,-30.068,453.309,204.207,-8.548,826.007,620.632,603.257
C_3235,alive,2003,2.129,3.095,0.205,-3.007,0,-3.196,0,23.3491,0.088,3.14,0,-3.212,-3.007,0.206,-13.918,0.088,0.206,3.095
C_5847,alive,2000,2.427,1.769,0.041,-1.287,1.654,-0.958,0.441,1.4519,3.841,2.555,0,-1.328,2.072,0.783,-9.3,3.841,0.783,5.128
C_6127,alive,2002,41.623,64.752,4.433,3.666,25.181,-8.304,12.893,17.6731,81.349,77.865,24.621,-0.767,16.597,13.569,14.022,81.349,40.129,77.683
C_2455,alive,1999,268.792,38.861,6.36,41.94,11.526,30.445,28.742,1631.721,152.125,314.822,0,35.58,113.264,37.465,197.564,152.125,38.198,110.185
C_615,alive,2012,1613.542,2760.112,65.75,319.906,247.393,136.022,697.676,2540.0294,3414.635,2733.924,124.034,254.156,654.523,1176.187,268.39,3414.635,1967.937,3094.729
C_5731,alive,2004,235.619,482.182,25.416,83.296,56.397,-92.503,100.615,344.6614,681.795,474.578,200.052,57.88,199.613,112.302,9.841,681.795,318.973,598.499
C_6046,alive,2007,67.849,56.615,0.814,17.214,7.896,14.87,35.718,313.4208,82.504,100.36,0,16.4,25.889,44.998,12.468,82.504,44.998,65.29
C_6043,alive,2006,0.152,0.143,0.241,-1.214,0,-1.389,0.138,1.7818,0.76,5.928,1.5,-1.455,0.617,6.058,-6.007,0.76,7.558,1.974
C_5500,alive,2000,438.172,662.57,33.563,6.529,259.533,-31.875,159.805,38.6975,695.818,820.325,308.794,-27.034,33.248,145.734,-45.554,695.818,683.122,689.289
C_5746,alive,2001,104.075,193.086,25.675,105.503,1.892,23.352,81.595,974.0584,418.732,604.462,92.853,79.828,225.646,47.255,84.72,418.732,205.272,313.229
C_2180,alive,2016,12.843,8.117,1.068,-9.607,3.593,-18.588,3.169,8.8222,11.929,49.899,2.489,-10.675,3.812,5.542,-156.299,11.929,17.626,21.536
C_4148,alive,2016,17.346,54.412,1.341,-21.584,0.177,-24.197,2.246,708.799,67.454,339.758,0,-22.925,13.042,51.548,-254.559,67.454,60.192,89.038
C_6809,alive,2011,7.232,1.394,0.028,-2.315,0.045,-3.18,0.348,54.3912,5.474,10.787,0,-2.343,4.08,4.284,-108.049,5.474,16.499,7.789
C_4062,alive,2006,0.503,2.565,0.068,-3.851,0.043,-19.982,0.172,4.0488,2.495,1.382,0.188,-3.919,-0.07,34.911,-34.337,2.495,35.223,6.346
C_7595,alive,2011,1160.448,768.308,31.829,202.042,144.316,282.404,321.46,4461.4704,1303.866,2313.561,211.756,170.213,535.558,703.28,-275.727,1303.866,1118.068,1101.824
C_6108,alive,2004,222.284,184.932,12.337,65.047,25.538,33.77,2.911,784.24,372.257,296.736,0,52.71,187.325,34.12,195.273,372.257,52.316,307.21
C_8178,alive,2010,9.561,19.981,0.236,-37.399,0,-39.609,2.386,83.6237,45.569,11.982,4.955,-37.635,25.588,26.03,-84.539,45.569,35.568,82.968
C_792,alive,2000,201.008,253.681,18.68,81.646,18.121,34.906,113.734,993.2065,409.434,354.974,98.217,62.966,155.753,86.54,141.552,409.434,187.327,327.788
C_2459,failed,2000,22.516,20.9,1.991,3.049,11.494,-1.485,10.595,5.0586,43.204,29.531,7.311,1.058,22.304,17.817,-14.441,43.204,25.128,40.155
C_4598,alive,2005,20.019,134.267,3.526,4.458,4.43,-5.659,14.916,2.1795,145.515,68.445,0.4,0.932,11.248,60.814,-118.558,145.515,95.34,141.057
C_8024,alive,2006,28.584,15.169,2.295,0.236,0,-17.817,10.023,148.86,44.209,41.38,2.557,-2.059,29.04,17.287,-85.634,44.209,22.915,43.973
C_6290,alive,2016,5419,12678,674,2838,1232,1257,3199,18170.3565,16661,12292,3959,2164,3983,4148,765,16661,9529,13823
C_2143,alive,2009,3844.804,173.624,126.068,967.594,100.683,776.747,438.617,25573.3229,2689.893,5389.311,21.063,841.526,2516.269,494.705,-721.671,2689.893,994.705,1722.299
C_110,alive,2018,649.226,2837.803,108.635,255.985,0,67.262,316.197,876.6106,3093.788,1539.231,237.6,147.35,255.985,451.318,487.151,3093.788,821.549,2837.803
C_808,alive,2002,0.462,1.057,0.425,-2.463,0.028,-2.738,0.043,0.9464,1.926,2.276,0,-2.888,0.869,5.6,-140.345,1.926,5.6,4.389
C_2934,alive,2015,141.212,12.562,0.826,-26.114,3.949,-26.634,11.468,633.5775,61.593,144.635,0,-26.94,49.031,13.07,-123.247,61.593,14.404,87.707
C_5568,alive,2004,2.937,5.138,0.479,-0.003,0,-1.04,0,0.6342,5.135,8.144,0,-0.482,-0.003,3.531,-44.325,5.135,3.531,5.138
C_345,alive,2017,1311.664,858.421,104.245,476.727,414.807,207.122,320.995,5792.4723,1723.311,2337.8,589.001,372.482,864.89,419.145,991.616,1723.311,1174.536,1246.584
C_607,alive,1999,55.713,26.527,4.366,-11.242,5.701,-14.216,13.937,73.023,36.945,97.648,20.348,-15.608,10.418,17.85,-34.064,36.945,38.329,48.187
C_1642,alive,2014,145.2,323.7,42.1,102.1,7.4,24.7,124.2,510.2997,425.8,1000.2,328.9,60,102.1,129.4,38.4,425.8,726.9,323.7
C_6408,alive,2013,76.165,37.559,0.282,-37.438,0,-47.613,0.088,193.9767,0.121,78.238,22.096,-37.72,-37.438,10.471,-3180.367,0.121,34.311,37.559
C_5220,alive,2013,127.34,238.723,35.563,122.954,0,16.425,15.842,372.1726,503.6,254.266,118.75,87.391,264.877,45.158,31.657,503.6,215.364,380.646
C_4500,alive,1999,56.59,33.913,0.439,26.333,2.431,17.791,0.433,78.2,135.965,69.765,0.755,25.894,102.052,12.731,56.239,135.965,13.486,109.632
C_7655,alive,2012,28.539,18.334,1.899,-3.699,5.718,-7.534,9.948,116.5824,70.247,32.431,6.407,-5.598,51.913,12.205,-110.674,70.247,19.931,73.946
C_3524,failed,2002,89.365,331.244,12.381,-4.779,61.569,-23.077,2.994,36.4823,431.964,179.309,9.725,-17.16,100.72,63.724,23.056,431.964,80.314,436.743
C_7052,alive,2003,42.671,27.007,1.326,-21.937,0,-22.086,1.496,274.826,5.07,81.999,0,-23.263,-21.937,3.832,-78.663,5.07,7.121,27.007
C_4350,alive,2005,72.603,187.436,9.257,16.533,25.557,3.543,35.887,78.0825,220.114,118.354,0.81,7.276,32.678,32.453,24.481,220.114,37.278,203.581
C_468,alive,2009,750.619,275.308,42.507,64.896,89.652,7.513,102.989,892.5089,434.357,1021.898,126.466,22.389,159.049,396.31,199.863,434.357,570.974,369.461
C_3562,alive,2012,855.153,1295.151,84.979,283.547,556.531,131.716,71.05,1547.2734,2488.278,1496.347,0,198.568,1193.127,294.183,1227.17,2488.278,387.112,2204.731
C_1357,alive,2000,2390.758,7869.361,151.548,473.219,1277.979,196.735,796.616,5666.0814,8342.58,3351.304,748.402,321.671,473.219,1101.976,883.304,8342.58,1983.382,7869.361
C_7424,alive,2015,44.102,65.54,6.664,-13.07,2.253,-44.488,15.893,66.6873,203.827,70.03,1.147,-19.734,138.287,29.529,-70.862,203.827,36.552,216.897
C_7210,alive,2018,1006.346,393.359,85.014,214.12,24.952,65.991,439.052,3160.1572,1229.747,2867.027,780.852,129.106,836.388,661.821,-279.499,1229.747,1606.223,1015.627
